anio,mes,fecha_referencia,hora_retiro,genero,rango_edad,viajes
2010,Octubre,2010-10-31,20:00:00 hrs,Mujer,71 - 80 años,1
2010,Octubre,2010-10-31,21:00:00 hrs,Hombre,10 - 20 años,135
2010,Octubre,2010-10-31,21:00:00 hrs,Hombre,21 - 30 años,1780
2010,Octubre,2010-10-31,21:00:00 hrs,Hombre,31 - 40 años,1374
2010,Octubre,2010-10-31,21:00:00 hrs,Hombre,41 - 50 años,563
2010,Octubre,2010-10-31,21:00:00 hrs,Hombre,51 - 60 años,198
2010,Octubre,2010-10-31,21:00:00 hrs,Hombre,61 - 70 años,40
2010,Octubre,2010-10-31,21:00:00 hrs,Hombre,71 - 80 años,6
2010,Octubre,2010-10-31,21:00:00 hrs,Mujer,10 - 20 años,46
2010,Octubre,2010-10-31,21:00:00 hrs,Mujer,21 - 30 años,695
2010,Octubre,2010-10-31,21:00:00 hrs,Mujer,31 - 40 años,435
2010,Octubre,2010-10-31,21:00:00 hrs,Mujer,41 - 50 años,129
2010,Octubre,2010-10-31,21:00:00 hrs,Mujer,51 - 60 años,77
2010,Octubre,2010-10-31,21:00:00 hrs,Mujer,61 - 70 años,7
2010,Octubre,2010-10-31,21:00:00 hrs,Mujer,71 - 80 años,1
2010,Octubre,2010-10-31,22:00:00 hrs,Hombre,10 - 20 años,76
2010,Octubre,2010-10-31,22:00:00 hrs,Hombre,21 - 30 años,1201
2010,Octubre,2010-10-31,22:00:00 hrs,Hombre,31 - 40 años,823
2010,Octubre,2010-10-31,22:00:00 hrs,Hombre,41 - 50 años,351
2010,Octubre,2010-10-31,22:00:00 hrs,Hombre,51 - 60 años,131
2010,Octubre,2010-10-31,22:00:00 hrs,Hombre,61 - 70 años,17
2010,Octubre,2010-10-31,22:00:00 hrs,Mujer,10 - 20 años,30
2010,Octubre,2010-10-31,22:00:00 hrs,Mujer,21 - 30 años,412
2010,Octubre,2010-10-31,22:00:00 hrs,Mujer,31 - 40 años,245
2010,Octubre,2010-10-31,22:00:00 hrs,Mujer,41 - 50 años,99
2010,Octubre,2010-10-31,22:00:00 hrs,Mujer,51 - 60 años,46
2010,Octubre,2010-10-31,22:00:00 hrs,Mujer,61 - 70 años,1
2010,Octubre,2010-10-31,23:00:00 hrs,Hombre,10 - 20 años,59
2010,Octubre,2010-10-31,23:00:00 hrs,Hombre,21 - 30 años,665
2010,Octubre,2010-10-31,23:00:00 hrs,Hombre,31 - 40 años,460
2010,Octubre,2010-10-31,23:00:00 hrs,Hombre,41 - 50 años,204
2010,Octubre,2010-10-31,23:00:00 hrs,Hombre,51 - 60 años,61
2010,Octubre,2010-10-31,23:00:00 hrs,Hombre,61 - 70 años,2
2010,Octubre,2010-10-31,23:00:00 hrs,Mujer,10 - 20 años,11
2010,Octubre,2010-10-31,23:00:00 hrs,Mujer,21 - 30 años,197
2010,Octubre,2010-10-31,23:00:00 hrs,Mujer,31 - 40 años,124
2010,Octubre,2010-10-31,23:00:00 hrs,Mujer,41 - 50 años,36
2010,Octubre,2010-10-31,23:00:00 hrs,Mujer,51 - 60 años,30
2010,Octubre,2010-10-31,23:00:00 hrs,Mujer,61 - 70 años,2
2010,Septiembre,2010-09-30,18:00:00 hrs,Hombre,21 - 30 años,1
2010,Septiembre,2010-09-30,23:00:00 hrs,Hombre,21 - 30 años,2
2010,Septiembre,2010-09-30,23:00:00 hrs,Hombre,31 - 40 años,1
2010,Septiembre,2010-09-30,23:00:00 hrs,Hombre,41 - 50 años,2
2010,Septiembre,2010-09-30,23:00:00 hrs,Hombre,51 - 60 años,1
2010,Septiembre,2010-09-30,23:00:00 hrs,Mujer,21 - 30 años,1
2010,Septiembre,2010-09-30,23:00:00 hrs,Mujer,31 - 40 años,1
2010,Julio,2010-07-06,21:00:00 hrs,Hombre,41 - 50 años,1
2010,Noviembre,2010-11-30,00:00:00 hrs,Hombre,10 - 20 años,6
2010,Noviembre,2010-11-30,00:00:00 hrs,Hombre,21 - 30 años,201
2010,Noviembre,2010-11-30,00:00:00 hrs,Hombre,31 - 40 años,131
2010,Noviembre,2010-11-30,00:00:00 hrs,Hombre,41 - 50 años,39
2010,Noviembre,2010-11-30,00:00:00 hrs,Hombre,51 - 60 años,7
2010,Noviembre,2010-11-30,00:00:00 hrs,Mujer,10 - 20 años,2
2010,Noviembre,2010-11-30,00:00:00 hrs,Mujer,21 - 30 años,67
2010,Noviembre,2010-11-30,00:00:00 hrs,Mujer,31 - 40 años,23
2010,Noviembre,2010-11-30,00:00:00 hrs,Mujer,41 - 50 años,7
2010,Noviembre,2010-11-30,00:00:00 hrs,Mujer,51 - 60 años,5
2010,Noviembre,2010-11-30,01:00:00 hrs,Hombre,41 - 50 años,1
2010,Noviembre,2010-11-30,02:00:00 hrs,Mujer,21 - 30 años,1
2010,Noviembre,2010-11-30,05:00:00 hrs,Hombre,10 - 20 años,3
2010,Noviembre,2010-11-30,06:00:00 hrs,Hombre,10 - 20 años,48
2010,Noviembre,2010-11-30,06:00:00 hrs,Hombre,21 - 30 años,327
2010,Noviembre,2010-11-30,06:00:00 hrs,Hombre,31 - 40 años,379
2010,Noviembre,2010-11-30,06:00:00 hrs,Hombre,41 - 50 años,231
2010,Noviembre,2010-11-30,06:00:00 hrs,Hombre,51 - 60 años,72
2010,Noviembre,2010-11-30,06:00:00 hrs,Hombre,61 - 70 años,18
2010,Noviembre,2010-11-30,06:00:00 hrs,Mujer,10 - 20 años,19
2010,Noviembre,2010-11-30,06:00:00 hrs,Mujer,21 - 30 años,114
2010,Noviembre,2010-11-30,06:00:00 hrs,Mujer,31 - 40 años,127
2010,Noviembre,2010-11-30,06:00:00 hrs,Mujer,41 - 50 años,33
2010,Noviembre,2010-11-30,06:00:00 hrs,Mujer,51 - 60 años,29
2010,Noviembre,2010-11-30,06:00:00 hrs,Mujer,61 - 70 años,7
2010,Noviembre,2010-11-30,07:00:00 hrs,Hombre,10 - 20 años,80
2010,Noviembre,2010-11-30,07:00:00 hrs,Hombre,21 - 30 años,1124
2010,Noviembre,2010-11-30,07:00:00 hrs,Hombre,31 - 40 años,904
2010,Noviembre,2010-11-30,07:00:00 hrs,Hombre,41 - 50 años,537
2010,Noviembre,2010-11-30,07:00:00 hrs,Hombre,51 - 60 años,263
2010,Noviembre,2010-11-30,07:00:00 hrs,Hombre,61 - 70 años,94
2010,Noviembre,2010-11-30,07:00:00 hrs,Hombre,71 - 80 años,1
2010,Noviembre,2010-11-30,07:00:00 hrs,Mujer,10 - 20 años,53
2010,Noviembre,2010-11-30,07:00:00 hrs,Mujer,21 - 30 años,521
2010,Noviembre,2010-11-30,07:00:00 hrs,Mujer,31 - 40 años,329
2010,Noviembre,2010-11-30,07:00:00 hrs,Mujer,41 - 50 años,172
2010,Noviembre,2010-11-30,07:00:00 hrs,Mujer,51 - 60 años,98
2010,Noviembre,2010-11-30,07:00:00 hrs,Mujer,61 - 70 años,15
2010,Noviembre,2010-11-30,08:00:00 hrs,Hombre,10 - 20 años,95
2010,Noviembre,2010-11-30,08:00:00 hrs,Hombre,21 - 30 años,2715
2010,Noviembre,2010-11-30,08:00:00 hrs,Hombre,31 - 40 años,2396
2010,Noviembre,2010-11-30,08:00:00 hrs,Hombre,41 - 50 años,957
2010,Noviembre,2010-11-30,08:00:00 hrs,Hombre,51 - 60 años,475
2010,Noviembre,2010-11-30,08:00:00 hrs,Hombre,61 - 70 años,124
2010,Noviembre,2010-11-30,08:00:00 hrs,Hombre,71 - 80 años,7
2010,Noviembre,2010-11-30,08:00:00 hrs,Mujer,10 - 20 años,63
2010,Noviembre,2010-11-30,08:00:00 hrs,Mujer,21 - 30 años,1374
2010,Noviembre,2010-11-30,08:00:00 hrs,Mujer,31 - 40 años,652
2010,Noviembre,2010-11-30,08:00:00 hrs,Mujer,41 - 50 años,274
2010,Noviembre,2010-11-30,08:00:00 hrs,Mujer,51 - 60 años,143
2010,Noviembre,2010-11-30,08:00:00 hrs,Mujer,61 - 70 años,25
2010,Noviembre,2010-11-30,09:00:00 hrs,Hombre,10 - 20 años,133
2010,Noviembre,2010-11-30,09:00:00 hrs,Hombre,21 - 30 años,2954
2010,Noviembre,2010-11-30,09:00:00 hrs,Hombre,31 - 40 años,2346
2010,Noviembre,2010-11-30,09:00:00 hrs,Hombre,41 - 50 años,1176
2010,Noviembre,2010-11-30,09:00:00 hrs,Hombre,51 - 60 años,528
2010,Noviembre,2010-11-30,09:00:00 hrs,Hombre,61 - 70 años,129
2010,Noviembre,2010-11-30,09:00:00 hrs,Hombre,71 - 80 años,8
2010,Noviembre,2010-11-30,09:00:00 hrs,Mujer,10 - 20 años,59
2010,Noviembre,2010-11-30,09:00:00 hrs,Mujer,21 - 30 años,1253
2010,Noviembre,2010-11-30,09:00:00 hrs,Mujer,31 - 40 años,678
2010,Noviembre,2010-11-30,09:00:00 hrs,Mujer,41 - 50 años,265
2010,Noviembre,2010-11-30,09:00:00 hrs,Mujer,51 - 60 años,169
2010,Noviembre,2010-11-30,09:00:00 hrs,Mujer,61 - 70 años,14
2010,Noviembre,2010-11-30,10:00:00 hrs,Hombre,10 - 20 años,146
2010,Noviembre,2010-11-30,10:00:00 hrs,Hombre,21 - 30 años,1842
2010,Noviembre,2010-11-30,10:00:00 hrs,Hombre,31 - 40 años,1642
2010,Noviembre,2010-11-30,10:00:00 hrs,Hombre,41 - 50 años,894
2010,Noviembre,2010-11-30,10:00:00 hrs,Hombre,51 - 60 años,440
2010,Noviembre,2010-11-30,10:00:00 hrs,Hombre,61 - 70 años,111
2010,Noviembre,2010-11-30,10:00:00 hrs,Hombre,71 - 80 años,4
2010,Noviembre,2010-11-30,10:00:00 hrs,Mujer,10 - 20 años,56
2010,Noviembre,2010-11-30,10:00:00 hrs,Mujer,21 - 30 años,853
2010,Noviembre,2010-11-30,10:00:00 hrs,Mujer,31 - 40 años,517
2010,Noviembre,2010-11-30,10:00:00 hrs,Mujer,41 - 50 años,238
2010,Noviembre,2010-11-30,10:00:00 hrs,Mujer,51 - 60 años,165
2010,Noviembre,2010-11-30,10:00:00 hrs,Mujer,61 - 70 años,21
2010,Noviembre,2010-11-30,11:00:00 hrs,Hombre,10 - 20 años,197
2010,Noviembre,2010-11-30,11:00:00 hrs,Hombre,21 - 30 años,1726
2010,Noviembre,2010-11-30,11:00:00 hrs,Hombre,31 - 40 años,1682
2010,Noviembre,2010-11-30,11:00:00 hrs,Hombre,41 - 50 años,942
2010,Noviembre,2010-11-30,11:00:00 hrs,Hombre,51 - 60 años,449
2010,Noviembre,2010-11-30,11:00:00 hrs,Hombre,61 - 70 años,108
2010,Noviembre,2010-11-30,11:00:00 hrs,Hombre,71 - 80 años,7
2010,Noviembre,2010-11-30,11:00:00 hrs,Mujer,10 - 20 años,58
2010,Noviembre,2010-11-30,11:00:00 hrs,Mujer,21 - 30 años,873
2010,Noviembre,2010-11-30,11:00:00 hrs,Mujer,31 - 40 años,587
2010,Noviembre,2010-11-30,11:00:00 hrs,Mujer,41 - 50 años,262
2010,Noviembre,2010-11-30,11:00:00 hrs,Mujer,51 - 60 años,142
2010,Noviembre,2010-11-30,11:00:00 hrs,Mujer,61 - 70 años,21
2010,Noviembre,2010-11-30,12:00:00 hrs,Hombre,10 - 20 años,188
2010,Noviembre,2010-11-30,12:00:00 hrs,Hombre,21 - 30 años,1898
2010,Noviembre,2010-11-30,12:00:00 hrs,Hombre,31 - 40 años,1782
2010,Noviembre,2010-11-30,12:00:00 hrs,Hombre,41 - 50 años,942
2010,Noviembre,2010-11-30,12:00:00 hrs,Hombre,51 - 60 años,444
2010,Noviembre,2010-11-30,12:00:00 hrs,Hombre,61 - 70 años,115
2010,Noviembre,2010-11-30,12:00:00 hrs,Hombre,71 - 80 años,13
2010,Noviembre,2010-11-30,12:00:00 hrs,Mujer,10 - 20 años,75
2010,Noviembre,2010-11-30,12:00:00 hrs,Mujer,21 - 30 años,1007
2010,Noviembre,2010-11-30,12:00:00 hrs,Mujer,31 - 40 años,649
2010,Noviembre,2010-11-30,12:00:00 hrs,Mujer,41 - 50 años,239
2010,Noviembre,2010-11-30,12:00:00 hrs,Mujer,51 - 60 años,161
2010,Noviembre,2010-11-30,12:00:00 hrs,Mujer,61 - 70 años,20
2010,Noviembre,2010-11-30,13:00:00 hrs,Hombre,10 - 20 años,229
2010,Noviembre,2010-11-30,13:00:00 hrs,Hombre,21 - 30 años,2357
2010,Noviembre,2010-11-30,13:00:00 hrs,Hombre,31 - 40 años,2054
2010,Noviembre,2010-11-30,13:00:00 hrs,Hombre,41 - 50 años,1103
2010,Noviembre,2010-11-30,13:00:00 hrs,Hombre,51 - 60 años,520
2010,Noviembre,2010-11-30,13:00:00 hrs,Hombre,61 - 70 años,134
2010,Noviembre,2010-11-30,13:00:00 hrs,Hombre,71 - 80 años,6
2010,Noviembre,2010-11-30,13:00:00 hrs,Mujer,10 - 20 años,101
2010,Noviembre,2010-11-30,13:00:00 hrs,Mujer,21 - 30 años,1134
2010,Noviembre,2010-11-30,13:00:00 hrs,Mujer,31 - 40 años,762
2010,Noviembre,2010-11-30,13:00:00 hrs,Mujer,41 - 50 años,289
2010,Noviembre,2010-11-30,13:00:00 hrs,Mujer,51 - 60 años,158
2010,Noviembre,2010-11-30,13:00:00 hrs,Mujer,61 - 70 años,29
2010,Noviembre,2010-11-30,13:00:00 hrs,Mujer,71 - 80 años,2
2010,Noviembre,2010-11-30,14:00:00 hrs,Hombre,10 - 20 años,326
2010,Noviembre,2010-11-30,14:00:00 hrs,Hombre,21 - 30 años,3230
2010,Noviembre,2010-11-30,14:00:00 hrs,Hombre,31 - 40 años,2720
2010,Noviembre,2010-11-30,14:00:00 hrs,Hombre,41 - 50 años,1304
2010,Noviembre,2010-11-30,14:00:00 hrs,Hombre,51 - 60 años,618
2010,Noviembre,2010-11-30,14:00:00 hrs,Hombre,61 - 70 años,108
2010,Noviembre,2010-11-30,14:00:00 hrs,Hombre,71 - 80 años,9
2010,Noviembre,2010-11-30,14:00:00 hrs,Mujer,10 - 20 años,96
2010,Noviembre,2010-11-30,14:00:00 hrs,Mujer,21 - 30 años,1532
2010,Noviembre,2010-11-30,14:00:00 hrs,Mujer,31 - 40 años,952
2010,Noviembre,2010-11-30,14:00:00 hrs,Mujer,41 - 50 años,338
2010,Noviembre,2010-11-30,14:00:00 hrs,Mujer,51 - 60 años,228
2010,Noviembre,2010-11-30,14:00:00 hrs,Mujer,61 - 70 años,12
2010,Noviembre,2010-11-30,14:00:00 hrs,Mujer,71 - 80 años,1
2010,Noviembre,2010-11-30,15:00:00 hrs,Hombre,10 - 20 años,272
2010,Noviembre,2010-11-30,15:00:00 hrs,Hombre,21 - 30 años,3074
2010,Noviembre,2010-11-30,15:00:00 hrs,Hombre,31 - 40 años,2684
2010,Noviembre,2010-11-30,15:00:00 hrs,Hombre,41 - 50 años,1214
2010,Noviembre,2010-11-30,15:00:00 hrs,Hombre,51 - 60 años,634
2010,Noviembre,2010-11-30,15:00:00 hrs,Hombre,61 - 70 años,91
2010,Noviembre,2010-11-30,15:00:00 hrs,Hombre,71 - 80 años,8
2010,Noviembre,2010-11-30,15:00:00 hrs,Mujer,10 - 20 años,87
2010,Noviembre,2010-11-30,15:00:00 hrs,Mujer,21 - 30 años,1573
2010,Noviembre,2010-11-30,15:00:00 hrs,Mujer,31 - 40 años,880
2010,Noviembre,2010-11-30,15:00:00 hrs,Mujer,41 - 50 años,343
2010,Noviembre,2010-11-30,15:00:00 hrs,Mujer,51 - 60 años,158
2010,Noviembre,2010-11-30,15:00:00 hrs,Mujer,61 - 70 años,16
2010,Noviembre,2010-11-30,15:00:00 hrs,Mujer,71 - 80 años,1
2010,Noviembre,2010-11-30,16:00:00 hrs,Hombre,10 - 20 años,259
2010,Noviembre,2010-11-30,16:00:00 hrs,Hombre,21 - 30 años,2541
2010,Noviembre,2010-11-30,16:00:00 hrs,Hombre,31 - 40 años,2295
2010,Noviembre,2010-11-30,16:00:00 hrs,Hombre,41 - 50 años,1110
2010,Noviembre,2010-11-30,16:00:00 hrs,Hombre,51 - 60 años,527
2010,Noviembre,2010-11-30,16:00:00 hrs,Hombre,61 - 70 años,113
2010,Noviembre,2010-11-30,16:00:00 hrs,Hombre,71 - 80 años,4
2010,Noviembre,2010-11-30,16:00:00 hrs,Mujer,10 - 20 años,78
2010,Noviembre,2010-11-30,16:00:00 hrs,Mujer,21 - 30 años,1253
2010,Noviembre,2010-11-30,16:00:00 hrs,Mujer,31 - 40 años,776
2010,Noviembre,2010-11-30,16:00:00 hrs,Mujer,41 - 50 años,315
2010,Noviembre,2010-11-30,16:00:00 hrs,Mujer,51 - 60 años,122
2010,Noviembre,2010-11-30,16:00:00 hrs,Mujer,61 - 70 años,25
2010,Noviembre,2010-11-30,16:00:00 hrs,Mujer,71 - 80 años,4
2010,Noviembre,2010-11-30,17:00:00 hrs,Hombre,10 - 20 años,221
2010,Noviembre,2010-11-30,17:00:00 hrs,Hombre,21 - 30 años,2460
2010,Noviembre,2010-11-30,17:00:00 hrs,Hombre,31 - 40 años,2025
2010,Noviembre,2010-11-30,17:00:00 hrs,Hombre,41 - 50 años,1013
2010,Noviembre,2010-11-30,17:00:00 hrs,Hombre,51 - 60 años,431
2010,Noviembre,2010-11-30,17:00:00 hrs,Hombre,61 - 70 años,123
2010,Noviembre,2010-11-30,17:00:00 hrs,Hombre,71 - 80 años,7
2010,Noviembre,2010-11-30,17:00:00 hrs,Mujer,10 - 20 años,68
2010,Noviembre,2010-11-30,17:00:00 hrs,Mujer,21 - 30 años,1220
2010,Noviembre,2010-11-30,17:00:00 hrs,Mujer,31 - 40 años,603
2010,Noviembre,2010-11-30,17:00:00 hrs,Mujer,41 - 50 años,298
2010,Noviembre,2010-11-30,17:00:00 hrs,Mujer,51 - 60 años,173
2010,Noviembre,2010-11-30,17:00:00 hrs,Mujer,61 - 70 años,30
2010,Noviembre,2010-11-30,17:00:00 hrs,Mujer,71 - 80 años,2
2010,Noviembre,2010-11-30,18:00:00 hrs,Hombre,10 - 20 años,223
2010,Noviembre,2010-11-30,18:00:00 hrs,Hombre,21 - 30 años,3372
2010,Noviembre,2010-11-30,18:00:00 hrs,Hombre,31 - 40 años,2586
2010,Noviembre,2010-11-30,18:00:00 hrs,Hombre,41 - 50 años,1148
2010,Noviembre,2010-11-30,18:00:00 hrs,Hombre,51 - 60 años,468
2010,Noviembre,2010-11-30,18:00:00 hrs,Hombre,61 - 70 años,92
2010,Noviembre,2010-11-30,18:00:00 hrs,Hombre,71 - 80 años,4
2010,Noviembre,2010-11-30,18:00:00 hrs,Mujer,10 - 20 años,101
2010,Noviembre,2010-11-30,18:00:00 hrs,Mujer,21 - 30 años,1664
2010,Noviembre,2010-11-30,18:00:00 hrs,Mujer,31 - 40 años,869
2010,Noviembre,2010-11-30,18:00:00 hrs,Mujer,41 - 50 años,319
2010,Noviembre,2010-11-30,18:00:00 hrs,Mujer,51 - 60 años,120
2010,Noviembre,2010-11-30,18:00:00 hrs,Mujer,61 - 70 años,30
2010,Noviembre,2010-11-30,19:00:00 hrs,Hombre,10 - 20 años,198
2010,Noviembre,2010-11-30,19:00:00 hrs,Hombre,21 - 30 años,3199
2010,Noviembre,2010-11-30,19:00:00 hrs,Hombre,31 - 40 años,2253
2010,Noviembre,2010-11-30,19:00:00 hrs,Hombre,41 - 50 años,1019
2010,Noviembre,2010-11-30,19:00:00 hrs,Hombre,51 - 60 años,400
2010,Noviembre,2010-11-30,19:00:00 hrs,Hombre,61 - 70 años,47
2010,Noviembre,2010-11-30,19:00:00 hrs,Hombre,71 - 80 años,6
2010,Noviembre,2010-11-30,19:00:00 hrs,Mujer,10 - 20 años,93
2010,Noviembre,2010-11-30,19:00:00 hrs,Mujer,21 - 30 años,1460
2010,Noviembre,2010-11-30,19:00:00 hrs,Mujer,31 - 40 años,731
2010,Noviembre,2010-11-30,19:00:00 hrs,Mujer,41 - 50 años,256
2010,Noviembre,2010-11-30,19:00:00 hrs,Mujer,51 - 60 años,122
2010,Noviembre,2010-11-30,19:00:00 hrs,Mujer,61 - 70 años,21
2010,Noviembre,2010-11-30,20:00:00 hrs,Hombre,10 - 20 años,164
2010,Noviembre,2010-11-30,20:00:00 hrs,Hombre,21 - 30 años,2316
2010,Noviembre,2010-11-30,20:00:00 hrs,Hombre,31 - 40 años,1747
2010,Noviembre,2010-11-30,20:00:00 hrs,Hombre,41 - 50 años,690
2010,Noviembre,2010-11-30,20:00:00 hrs,Hombre,51 - 60 años,261
2010,Noviembre,2010-11-30,20:00:00 hrs,Hombre,61 - 70 años,34
2010,Noviembre,2010-11-30,20:00:00 hrs,Hombre,71 - 80 años,6
2010,Noviembre,2010-11-30,20:00:00 hrs,Mujer,10 - 20 años,49
2010,Noviembre,2010-11-30,20:00:00 hrs,Mujer,21 - 30 años,1041
2010,Noviembre,2010-11-30,20:00:00 hrs,Mujer,31 - 40 años,523
2010,Noviembre,2010-11-30,20:00:00 hrs,Mujer,41 - 50 años,171
2010,Noviembre,2010-11-30,20:00:00 hrs,Mujer,51 - 60 años,88
2010,Noviembre,2010-11-30,20:00:00 hrs,Mujer,61 - 70 años,15
2010,Noviembre,2010-11-30,21:00:00 hrs,Hombre,10 - 20 años,109
2010,Noviembre,2010-11-30,21:00:00 hrs,Hombre,21 - 30 años,1653
2010,Noviembre,2010-11-30,21:00:00 hrs,Hombre,31 - 40 años,1278
2010,Noviembre,2010-11-30,21:00:00 hrs,Hombre,41 - 50 años,529
2010,Noviembre,2010-11-30,21:00:00 hrs,Hombre,51 - 60 años,174
2010,Noviembre,2010-11-30,21:00:00 hrs,Hombre,61 - 70 años,19
2010,Noviembre,2010-11-30,21:00:00 hrs,Hombre,71 - 80 años,2
2010,Noviembre,2010-11-30,21:00:00 hrs,Mujer,10 - 20 años,42
2010,Noviembre,2010-11-30,21:00:00 hrs,Mujer,21 - 30 años,678
2010,Noviembre,2010-11-30,21:00:00 hrs,Mujer,31 - 40 años,369
2010,Noviembre,2010-11-30,21:00:00 hrs,Mujer,41 - 50 años,152
2010,Noviembre,2010-11-30,21:00:00 hrs,Mujer,51 - 60 años,80
2010,Noviembre,2010-11-30,21:00:00 hrs,Mujer,61 - 70 años,2
2010,Noviembre,2010-11-30,21:00:00 hrs,Mujer,71 - 80 años,1
2010,Noviembre,2010-11-30,22:00:00 hrs,Hombre,10 - 20 años,62
2010,Noviembre,2010-11-30,22:00:00 hrs,Hombre,21 - 30 años,1092
2010,Noviembre,2010-11-30,22:00:00 hrs,Hombre,31 - 40 años,788
2010,Noviembre,2010-11-30,22:00:00 hrs,Hombre,41 - 50 años,289
2010,Noviembre,2010-11-30,22:00:00 hrs,Hombre,51 - 60 años,113
2010,Noviembre,2010-11-30,22:00:00 hrs,Hombre,61 - 70 años,8
2010,Noviembre,2010-11-30,22:00:00 hrs,Hombre,71 - 80 años,2
2010,Noviembre,2010-11-30,22:00:00 hrs,Mujer,10 - 20 años,20
2010,Noviembre,2010-11-30,22:00:00 hrs,Mujer,21 - 30 años,411
2010,Noviembre,2010-11-30,22:00:00 hrs,Mujer,31 - 40 años,192
2010,Noviembre,2010-11-30,22:00:00 hrs,Mujer,41 - 50 años,83
2010,Noviembre,2010-11-30,22:00:00 hrs,Mujer,51 - 60 años,50
2010,Noviembre,2010-11-30,23:00:00 hrs,Hombre,10 - 20 años,48
2010,Noviembre,2010-11-30,23:00:00 hrs,Hombre,21 - 30 años,701
2010,Noviembre,2010-11-30,23:00:00 hrs,Hombre,31 - 40 años,442
2010,Noviembre,2010-11-30,23:00:00 hrs,Hombre,41 - 50 años,174
2010,Noviembre,2010-11-30,23:00:00 hrs,Hombre,51 - 60 años,51
2010,Noviembre,2010-11-30,23:00:00 hrs,Hombre,61 - 70 años,2
2010,Noviembre,2010-11-30,23:00:00 hrs,Hombre,71 - 80 años,1
2010,Noviembre,2010-11-30,23:00:00 hrs,Mujer,10 - 20 años,22
2010,Noviembre,2010-11-30,23:00:00 hrs,Mujer,21 - 30 años,248
2010,Noviembre,2010-11-30,23:00:00 hrs,Mujer,31 - 40 años,122
2010,Noviembre,2010-11-30,23:00:00 hrs,Mujer,41 - 50 años,32
2010,Noviembre,2010-11-30,23:00:00 hrs,Mujer,51 - 60 años,26
2010,Octubre,2010-10-31,10:00:00 hrs,Hombre,41 - 50 años,1
2010,Octubre,2010-10-31,13:00:00 hrs,Hombre,51 - 60 años,1
2010,Octubre,2010-10-31,23:00:00 hrs,Hombre,10 - 20 años,1
2010,Octubre,2010-10-31,23:00:00 hrs,Hombre,21 - 30 años,4
2010,Octubre,2010-10-31,23:00:00 hrs,Hombre,31 - 40 años,2
2010,Diciembre,2010-12-31,00:00:00 hrs,Hombre,10 - 20 años,7
2010,Diciembre,2010-12-31,00:00:00 hrs,Hombre,21 - 30 años,215
2010,Diciembre,2010-12-31,00:00:00 hrs,Hombre,31 - 40 años,140
2010,Diciembre,2010-12-31,00:00:00 hrs,Hombre,41 - 50 años,57
2010,Diciembre,2010-12-31,00:00:00 hrs,Hombre,51 - 60 años,17
2010,Diciembre,2010-12-31,00:00:00 hrs,Hombre,61 - 70 años,2
2010,Diciembre,2010-12-31,00:00:00 hrs,Mujer,10 - 20 años,3
2010,Diciembre,2010-12-31,00:00:00 hrs,Mujer,21 - 30 años,70
2010,Diciembre,2010-12-31,00:00:00 hrs,Mujer,31 - 40 años,39
2010,Diciembre,2010-12-31,00:00:00 hrs,Mujer,41 - 50 años,10
2010,Diciembre,2010-12-31,00:00:00 hrs,Mujer,51 - 60 años,3
2010,Diciembre,2010-12-31,01:00:00 hrs,Mujer,21 - 30 años,1
2010,Diciembre,2010-12-31,05:00:00 hrs,Hombre,10 - 20 años,5
2010,Diciembre,2010-12-31,06:00:00 hrs,Hombre,10 - 20 años,27
2010,Diciembre,2010-12-31,06:00:00 hrs,Hombre,21 - 30 años,265
2010,Diciembre,2010-12-31,06:00:00 hrs,Hombre,31 - 40 años,292
2010,Diciembre,2010-12-31,06:00:00 hrs,Hombre,41 - 50 años,175
2010,Diciembre,2010-12-31,06:00:00 hrs,Hombre,51 - 60 años,55
2010,Diciembre,2010-12-31,06:00:00 hrs,Hombre,61 - 70 años,13
2010,Diciembre,2010-12-31,06:00:00 hrs,Hombre,71 - 80 años,1
2010,Diciembre,2010-12-31,06:00:00 hrs,Mujer,10 - 20 años,10
2010,Diciembre,2010-12-31,06:00:00 hrs,Mujer,21 - 30 años,100
2010,Diciembre,2010-12-31,06:00:00 hrs,Mujer,31 - 40 años,67
2010,Diciembre,2010-12-31,06:00:00 hrs,Mujer,41 - 50 años,19
2010,Diciembre,2010-12-31,06:00:00 hrs,Mujer,51 - 60 años,18
2010,Diciembre,2010-12-31,06:00:00 hrs,Mujer,61 - 70 años,2
2010,Diciembre,2010-12-31,07:00:00 hrs,Hombre,10 - 20 años,50
2010,Diciembre,2010-12-31,07:00:00 hrs,Hombre,21 - 30 años,957
2010,Diciembre,2010-12-31,07:00:00 hrs,Hombre,31 - 40 años,854
2010,Diciembre,2010-12-31,07:00:00 hrs,Hombre,41 - 50 años,457
2010,Diciembre,2010-12-31,07:00:00 hrs,Hombre,51 - 60 años,274
2010,Diciembre,2010-12-31,07:00:00 hrs,Hombre,61 - 70 años,37
2010,Diciembre,2010-12-31,07:00:00 hrs,Mujer,10 - 20 años,38
2010,Diciembre,2010-12-31,07:00:00 hrs,Mujer,21 - 30 años,425
2010,Diciembre,2010-12-31,07:00:00 hrs,Mujer,31 - 40 años,256
2010,Diciembre,2010-12-31,07:00:00 hrs,Mujer,41 - 50 años,141
2010,Diciembre,2010-12-31,07:00:00 hrs,Mujer,51 - 60 años,56
2010,Diciembre,2010-12-31,07:00:00 hrs,Mujer,61 - 70 años,14
