sistema,num_cicloestacion,nombre,calle_principal,calle_secundaria,colonia,alcaldia,latitud,longitud,tipo_ce,candados
ECOBICI,444,General Manuel Rincón - Agustín Gutiérrez,General Manuel Rincón,Agustín Gutiérrez,General Pedro María Anaya,BENITO JUAREZ,19.359475,-99.159437,3G,18
ECOBICI,445,Riff - Avenida Río Churubusco,Riff,Avenida Río Churubusco,General Pedro María Anaya,BENITO JUAREZ,19.358934,-99.156064,Multimedial,24
ECOBICI,446,Riff - Avenida Río Churubusco,Riff,Avenida Río Churubusco,General Pedro María Anaya,BENITO JUAREZ,19.3586,-99.156101,4G,36
ECOBICI,447,Agustín Melgar - Zamora,Agustín Melgar,Zamora,Condesa,CUAUHTEMOC,19.418879,-99.176854,3G,27
ECOBICI,448,Dr. Andrade - Arcos de Belén,Dr. Andrade,Arcos de Belén,Doctores,CUAUHTEMOC,19.426611,-99.14447,4G,30
ECOBICI,449,Acapulco - Puebla,Acapulco,Puebla,Roma Norte,CUAUHTEMOC,19.420281,-99.174392,Multimedial,24
ECOBICI,450,Ramos Arizpe - Av. México Tenochtitlan,Ramos Arizpe,Av. México Tenochtitlan,Tabacalera,CUAUHTEMOC,19.438228,-99.152269,3G,30
ECOBICI,451,Campos Elíseos - Goldsmith,Campos Elíseos,Goldsmith,Polanco,MIGUEL HIDALGO,19.428847,-99.201299,3G,36
ECOBICI,452,Leibnitz - Ejército Nacional,Leibnitz,Ejército Nacional,Anzures,MIGUEL HIDALGO,19.435867,-99.179856,3G,18
ECOBICI,453,Pedregal - Teapa,Pedregal,Teapa,Lomas de Chapultepec Sección IV/Lomas Virreyes,MIGUEL HIDALGO,19.424842,-99.203739,3G,33
ECOBICI,454,Montes Urales - Monte Pelvoux,Montes Urales,Monte Pelvoux,Lomas de Chapultepec Sección IV/Lomas Virreyes,MIGUEL HIDALGO,19.425905,-99.204236,Multimedial,24
ECOBICI,455,Pedregal - Ferrocarril de Cuernavaca,Pedregal,Ferrocarril de Cuernavaca,Molino del Rey,MIGUEL HIDALGO,19.426308,-99.2033,3G,21
ECOBICI,456,Alpes - Montes Escandinavos,Alpes,Montes Escandinavos,Lomas de Chapultepec Sección V,MIGUEL HIDALGO,19.427517,-99.208412,3G,27
ECOBICI,457,Av. Prado Norte - Explanada,Av. Prado Norte,Explanada,Lomas de Chapultepec Sección V,MIGUEL HIDALGO,19.42703,-99.212845,Multimedial,24
ECOBICI,458,Montes Urales - Volcán,Montes Urales,Volcán,Lomas de Chapultepec Sección III,MIGUEL HIDALGO,19.428679,-99.206605,3G,24
ECOBICI,459,Volcán - Montes Urales,Volcán,Montes Urales,Lomas de Chapultepec Sección III,MIGUEL HIDALGO,19.429243,-99.207267,Multimedial,24
ECOBICI,460,Juan Vázquez de Mella - Homero,Juan Vázquez de Mella,Homero,Polanco Sección I/ Los Morales,MIGUEL HIDALGO,19.437014,-99.207932,3G,33
ECOBICI,461,Presa Don Martín - Boulevard Miguel de Cervantes Saavedra,Presa Don Martín,Boulevard Miguel de Cervantes Saavedra,Irrigación,MIGUEL HIDALGO,19.440106,-99.210031,3G,33
ECOBICI,462,Presa Falcón - Presa Danxhó,Presa Falcón,Presa Danxhó,Irrigación,MIGUEL HIDALGO,19.442338,-99.205198,3G,24
ECOBICI,463,Lago Andrómaco - Lago Zúrich,Lago Andrómaco,Lago Zúrich,Ampliación Granada,MIGUEL HIDALGO,19.443228,-99.202492,3G,30
ECOBICI,464,Mateo Alemán - Prolongación Moliere,Mateo Alemán,Prolongación Moliere,Ampliación Granada,MIGUEL HIDALGO,19.442421,-99.199838,Multimedial,24
ECOBICI,465,Lago Ginebra - Lago Wetter,Lago Ginebra,Lago Wetter,Cuauhtémoc Pensil,MIGUEL HIDALGO,19.445039,-99.194078,3G,27
ECOBICI,466,Lago Onega - Lago Ladoga,Lago Onega,Lago Ladoga,Modelo Pensil,MIGUEL HIDALGO,19.44269,-99.19083,3G,27
ECOBICI,467,Lago Mayor - Lago Alberto,Lago Mayor,Lago Alberto,Granada,MIGUEL HIDALGO,19.440399,-99.186784,Multimedial,24
ECOBICI,468,Lago Xochimilco - Av. Ejército Nacional,Lago Xochimilco,Av. Ejército Nacional,Anáhuac I Sección,MIGUEL HIDALGO,19.43726,-99.179624,3G,33
ECOBICI,469,Bahía De La Concepción - Bahía de Todos Los Santos,Bahía De La Concepción,Bahía de Todos Los Santos,Verónica Anzures,MIGUEL HIDALGO,19.434183,-99.173089,Multimedial,24
ECOBICI,470,Bahía de las Palmas - Bahía de Todos Los Santos,Bahía de las Palmas,Bahía de Todos Los Santos,Verónica Anzures,MIGUEL HIDALGO,19.435039,-99.173879,3G,27
ECOBICI,471,Bahía de Chachalacas - Bahía de Santa Bárbara,Bahía de Chachalacas,Bahía de Santa Bárbara,Verónica Anzures,MIGUEL HIDALGO,19.436287,-99.174888,3G,24
ECOBICI,472,Bahía de Santa Bárbara - Bahía de Ballenas,Bahía de Santa Bárbara,Bahía de Ballenas,Verónica Anzures,MIGUEL HIDALGO,19.437667,-99.17711,Multimedial,24
ECOBICI,473,Bahía del Espíritu Santo - Bahía de Banderas,Bahía del Espíritu Santo,Bahía de Banderas,Verónica Anzures,MIGUEL HIDALGO,19.438143,-99.17519,4G,36
ECOBICI,474,Bahía de San Hipólito - Bahía del Espíritu Santo,Bahía de San Hipólito,Bahía del Espíritu Santo,Anáhuac I Sección,MIGUEL HIDALGO,19.438984,-99.177549,3G,33
ECOBICI,475,Lago Muritz - Lago Alberto,Lago Muritz,Lago Alberto,Anáhuac I Sección,MIGUEL HIDALGO,19.439249,-99.181065,3G,24
ECOBICI,476,Lago Como - Laguna de Mayrán,Lago Como,Laguna de Mayrán,Granada,MIGUEL HIDALGO,19.442127,-99.184433,4G,36
ECOBICI,477,Lago Iseo - Laguna de Mayrán,Lago Iseo,Laguna de Mayrán,Anáhuac I Sección,MIGUEL HIDALGO,19.440905,-99.181743,3G,24
ECOBICI,478,Laguna de Mayrán - Lago Chalco,Laguna de Mayrán,Lago Chalco,Anáhuac I Sección,MIGUEL HIDALGO,19.440818,-99.176961,3G,27
ECOBICI,479,Lago Muritz - Av. Marina Nacional,Lago Muritz,Av. Marina Nacional,Mariano Escobedo,MIGUEL HIDALGO,19.444433,-99.179664,Multimedial,24
ECOBICI,480,Lago Iseo - Av. Marina Nacional,Lago Iseo,Av. Marina Nacional,Mariano Escobedo,MIGUEL HIDALGO,19.446073,-99.181654,3G,21
