id,punto_lev,id_unico,folio,calle_lev,calle_1,calle_2,resul,f1,p1,munori,p2_col,p2_ref1,p2_ref2,p3,mundes,p4_col,p4_ref1,p4_ref2,p5,p6,p7_hr,p7_min,p8_hr,p8_min,p9,p9_1,p10,p11,p11_1,p12,p13,p14_1,p14_2,p14_3,p14_4,p15,p16_1,p16_2,p16_3,p16_4,p16_5,p16_6,p16_7,p16_8,p17,p17_1,p17_2,p17_3,p18,p19,p20,p21_nivel,nivel,p21_ano,p22,p23,p23_1,p24,p24_1,p25,p26_1,p26_2,p26_3,p26_4,p26_5,p26_6,p26_7,p26_8,p27,factor
68,162,2437,6,AV. REVOLUCION,JOSE MARIA,,1,20,1,9010,,,,2,9016,,,,1,1,12,0,14,0,1,1.0,1.0,1,3.0,6.0,1.0,2,2,2,2,10,2,2,2,2,2,2,2,2,2,,,,1,1.0,1,3,2,6,200,999999,4,1,2,2,2,2,2,2,2,2,2,2,6,148.29
69,170,2476,17,VA. MIGUEL HIDALGO,NI?OS HEROES,,1,26,1,9009,SANTA ANA TLACOLTENCO,,,7,9009,SAN PEDRO,,,4,6,17,15,17,56,1,3.0,4.0,1,3.0,8.0,1.0,2,1,4,2,8,2,1,2,2,2,2,2,2,1,2.0,98.0,1.0,2,,1,8,5,5,200,7000,4,1,2,4,2,2,2,2,2,2,2,2,6,31.65
70,170,2473,14,AV MIGUEL HIDALGO,NI?OS HEROES,,1,40,2,9009,SAN TA CRUZ,,,1,9009,SAN PEDRO ATOPAN,,,5,2,15,0,15,55,2,0.0,,2,0.0,,1.0,1,4,4,3,10,1,1,2,2,1,2,2,2,1,1.0,2.0,1.0,2,,2,5,4,3,988888,10000,4,1,2,4,1,2,1,2,2,2,2,2,4,31.65
71,170,2480,21,VA MIGUEL HIDALGO,,,1,41,2,9009,SAN PEDRO,,,1,9009,SANTA CRUZ,,,5,2,18,30,19,30,1,2.0,2.0,2,0.0,,1.0,2,2,2,3,6,1,1,2,2,1,1,1,1,1,2.0,7.0,8.0,1,1.0,1,5,4,3,350,9000,4,1,2,4,2,2,2,2,2,2,2,2,4,31.65
72,176,2530,7,AV. LUIS DELGADO,LUIS DELGADO,LAS ROSAS,1,35,7,9011,TLAHUAC,MIGUEL HIDALGO,CENTRO DE SALUD,6,9011,TEMPILOLI,LIBERTAD,,5,8,13,35,14,15,2,0.0,,2,0.0,,2.0,4,4,8,8,2,1,1,2,2,2,2,2,2,2,,,,2,,2,3,2,6,100,999999,9,1,2,1,2,2,2,2,2,2,2,2,3,49.07
73,175,2523,6,FRANCISCO JIMENEZ,JAZMIN,,1,36,2,9011,MIGUEL HIDALGO,,,1,9011,LONCHERIA CONCHITA,ROSALES,MARGARITAS,5,2,17,20,17,40,2,0.0,,2,0.0,,1.0,4,8,8,4,1,2,1,2,2,1,1,1,2,1,2.0,4.0,1.0,2,,1,4,2,2,140,3000,2,1,2,4,1,2,1,2,1,2,2,2,4,359.65
74,52,721,2,CALZADA DE LAS BOMBAS,CANDELARIA PEREZ,CALZADA DE LAS BOMBAS,1,20,1,9003,HACIENDA VISTA HERMOSA,MIRADOR,SANTA CECILIA,3,9011,PERIFERICO,,,1,3,6,0,6,45,2,0.0,,2,0.0,,2.0,1,4,4,4,4,1,1,2,2,1,2,2,2,1,3.0,3.0,2.0,1,1.0,1,8,4,1,50,999999,2,1,2,4,1,2,2,2,2,2,2,1,6,149.49
75,53,752,16,AV. CANAL DE MIRAMONTES,AV. CANAL DE MIRAMONTES,LAS BOMBAS,1,67,1,9007,ESCUADRON,,,2,9003,JARDINES DE COYOACAN,,,1,1,18,0,19,0,1,3.0,4.0,1,6.0,8.0,2.0,4,4,4,4,1,2,2,2,2,2,1,2,2,1,2.0,3.0,2.0,2,,1,3,1,2,150,999999,9,1,2,2,2,2,2,2,2,2,1,2,6,115.54
76,53,750,14,AV. CANAL DE MIRAMONTES,AV. CANAL DE MIRAMONTES,LAS BOMBAS,1,37,5,9003,JARDINES,,,1,9003,JARDINES,,,3,2,16,30,16,50,2,0.0,,2,0.0,,2.0,4,4,4,4,5,2,2,2,2,1,2,2,2,2,,,,2,,2,4,3,3,988888,4600,3,1,2,4,2,2,2,2,2,2,2,1,6,115.54
77,51,704,4,MANUEL SAENZ,MANUEL SAENZ,ROSA MA. SEQUEIRA,1,21,1,9003,CULHUACAN,,,3,9003,CULHUACAN,BACHILLERES 4,,2,3,13,0,13,15,2,0.0,,2,0.0,,1.0,3,2,3,3,5,1,2,2,2,2,1,2,2,2,,,,2,,1,4,3,3,988888,999999,9,1,2,4,2,2,1,2,2,2,2,2,4,118.33
78,73,1011,2,BUCARELI,AV. CHAPULTEPEC,TURIN,1,23,1,9015,DOCTORES,ANDRADE,LICIAGA,2,9015,JUAREZ,BUCARELI,,4,1,9,50,10,45,1,3.0,4.0,1,5.0,8.0,1.0,2,1,8,1,8,2,1,2,2,1,2,2,2,2,,,,2,,1,8,4,3,100,4500,3,1,2,4,2,2,2,2,2,2,2,2,6,399.66
79,71,983,4,20 DE NOVIEMBRE,VENUSTIANO CARRANZA,,1,24,2,9015,CENTRO,5 DE FEBRERO,,2,9015,CENTRO,5 DE FEBRERO,,4,1,11,0,12,0,2,0.0,,2,0.0,,1.0,2,3,4,2,8,2,2,2,2,2,2,2,2,2,,,,2,,1,7,4,3,150,3000,2,2,1,2,2,2,2,2,2,2,2,2,1,771.06
80,58,797,7,AV LOMA DE LA PALMA,AV NOCHE DE PAZ,,1,22,2,9004,NAVIDAD,ANDADOR TEPANO,,1,9004,NAVIDAD,NADADOR HUIZAPANERA,TEPANO,2,2,6,0,8,0,1,1.0,4.0,2,0.0,,2.0,2,1,3,3,3,2,2,2,2,1,2,2,2,2,,,,1,1.0,1,5,4,3,150,999999,3,6,2,1,2,2,2,2,2,2,2,2,3,11.7
81,55,778,15,SAN GUILLERMO,AV SANTA URSULA,SAN JORGE,1,19,1,9003,SANTA URSULA,,,5,9003,DEPREGAL DE CARRANZA,,,5,10,17,5,17,30,2,0.0,,1,1.0,6.0,8.0,2,2,3,2,7,2,2,2,2,2,2,2,2,2,,,,2,,2,5,4,3,80,999999,2,1,2,4,2,2,2,2,2,2,2,2,4,39.93
82,48,672,7,REY NEZAHUALCOYOTL,REY NEZAHUALCOYOTL,AV. AZTECAS,1,24,2,9003,COYOACAN AJUSCO,TIENDA DE ABARROTES,,2,9003,AJUSCO COYOACAN,TIENDA DE ABARROTES,,5,1,7,42,8,15,2,0.0,,2,0.0,,1.0,1,1,1,1,2,2,1,1,1,1,1,1,1,1,3.0,3.0,2.0,1,1.0,1,5,3,2,500,1000,1,1,2,4,2,2,2,2,2,2,2,2,6,225.04
83,49,680,6,SANTA ANA,SANTA ANA,PIEDRA DEL SOL,1,18,1,9003,CANDELARIA COYOACAN,JUEGO DE CANCHAS,JUEGO DE EJERCICIOS,2,9003,SANTA ANA,PALETERIA,ESTRETICA DE PERROS,4,1,10,30,11,14,2,0.0,,2,0.0,,1.0,4,4,4,4,10,2,2,2,1,2,2,2,2,2,,,,2,,1,4,3,3,100,800,1,1,2,4,2,2,2,2,2,2,2,2,3,83.83
84,48,671,6,REY NEZAHUALCOYOTL,REY NEZAHUALCOYOTL,AV. AZTECAS,1,23,1,9003,SANTO DOMINGO,COMEX,,2,9003,SANTO DOMINGO,COMEX,,2,1,14,0,14,40,2,0.0,,2,0.0,,2.0,1,9,9,9,3,2,1,2,2,2,2,2,2,1,3.0,3.0,2.0,2,,1,4,3,3,400,900,1,1,2,4,2,2,2,2,2,2,2,2,6,225.04
85,50,699,11,CALZADA TAXQUEÑA,EJIDO,,1,28,2,9003,CULHUACAN CTM,,,1,9003,SAN FRANCISCO CULHUACAN,,,1,2,19,20,19,37,1,1.0,2.0,2,0.0,,2.0,1,2,2,2,2,1,1,1,2,1,1,1,1,2,,,,2,,1,4,3,3,600,999999,3,1,2,4,2,2,2,2,2,2,1,2,4,95.42
86,45,626,4,AV. CERRO DE LAS TORRES,AV. CERRO DE LAS TORRES,CERRO DEL CUBILETE,1,43,2,15058,CAMPESTRE GUADALUPANA,LA PLUMA DE LA ESQUINA,,4,9003,CERRO CUBILETE,CERRO CAMPANA,,4,4,12,55,13,16,1,1.0,1.0,2,0.0,,1.0,4,4,4,3,3,2,2,2,2,2,2,2,2,2,,,,1,1.0,1,4,2,1,988888,4000,3,1,2,4,1,1,2,2,2,2,2,2,3,45.5
87,45,623,1,AV. CERRO DE LAS TORRES,AV. CERRO DE LAS TORRES,CERRO DEL CUBILETE,1,17,2,9003,AVANTE,CERRO DE LAS TORRES,CERRO GORDO,4,9003,CAMPESTRE,CERRO DE LA ESTRELLA,,1,4,9,15,9,35,2,0.0,,2,0.0,,2.0,1,1,3,3,1,2,2,2,2,2,2,2,2,2,,,,2,,1,4,3,3,100,3000,2,1,2,2,2,1,2,2,2,2,2,2,3,45.5
88,45,632,10,AV. CERRO DE LAS TORRES,AV. CERRO DE LAS TORRES,CERRO DEL CUBILETE,1,38,1,9003,CAMPESTRE CHURUBUSCO,SUPERAMA,,2,9003,PASEOS DE TAXQUE?A,,,6,1,15,0,15,28,1,1.0,1.0,1,1.0,5.0,1.0,4,4,4,4,1,1,1,2,2,1,1,1,1,2,,,,1,1.0,1,4,3,3,100,6000,3,6,2,2,1,2,2,2,2,2,2,2,3,45.5
89,44,619,7,AV. PEDRO ENRIQUE UREÑA,AV. PEDRO ENRIQUE UREÑA,PLAZUELA D ELOS REYES,1,28,2,9003,SANTO DOMINGO,SECUNDARIA 49,,1,9003,SANTO DOMINGO,,,5,2,16,0,16,30,2,0.0,,2,0.0,,2.0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1.0,3.0,1.0,2,,2,4,3,3,300,1800,2,1,2,4,2,2,2,2,2,2,2,2,3,147.43
90,44,614,2,AV. PEDRO ENRIQUE UREÑA,AV. PEDRO ENRIQUE UREÑA,PLAZUELA DE LOS PIRULES,1,35,1,9003,LOS REYES,,,2,9003,AZTECAS,,,1,1,9,15,9,40,2,0.0,,1,1.0,7.0,1.0,2,1,2,2,8,1,1,2,2,1,1,2,1,8,,,,8,,2,4,3,3,100,4000,3,1,2,2,2,1,2,2,2,2,2,2,3,147.43
91,45,631,9,AV. CERRO DE LAS TORRES,AV. CERRO DE LAS TORRES,CERRO DEL CUBILETE,1,36,1,9003,CUAUHTEMOC,,,2,9003,PEDREGAL DE STA URSULA,CIUDAD AZTECA,,1,1,14,0,15,18,2,0.0,,2,0.0,,1.0,4,4,4,4,3,2,2,2,2,2,2,2,2,2,,,,1,1.0,1,3,1,5,300,2000,2,1,2,1,2,2,2,2,2,1,2,2,3,45.5
92,62,816,2,AV JOSE MARIA CASTORENA,JOSE MARIA CASTORETA,ANTONIO ANCONA,1,23,2,9004,CUAJIMALPA,,,3,9015,ROMA NORTE,,,1,3,13,30,14,15,2,0.0,,1,1.0,7.0,2.0,2,2,4,1,8,2,1,1,2,1,2,2,2,1,2.0,9.0,1.0,1,1.0,1,5,4,3,200,999999,9,1,2,4,2,2,2,2,2,2,2,2,4,106.89
93,66,836,9,AV RICARDO FLORES MAGON,PINO,TREBOL,1,50,1,9014,SAN G,,,2,9015,CENTRO,,,4,1,8,0,9,10,2,0.0,,2,0.0,,1.0,3,2,1,1,1,1,1,2,2,1,1,1,2,1,2.0,7.0,2.0,1,1.0,1,4,3,3,50,5000,3,1,2,1,2,2,2,2,2,2,2,2,3,10.74
94,63,821,5,JACARANDAS,LOS CEDROS,,1,18,2,9004,SANTA RITA,,,1,9004,LOS CEDROS,,,4,2,18,0,18,40,2,0.0,,2,0.0,,2.0,4,4,4,4,8,1,2,2,2,2,2,2,2,2,,,,1,1.0,1,5,4,3,150,3000,2,1,2,1,2,2,2,2,2,2,2,2,4,38.4
95,42,594,1,FEBO,INSURGENTES SUR,INSURGENTES,1,42,2,9014,MIXCOAC,MERCADO MIXCOAC,,2,9014,MIXCOAC,MERCADO MIXCOAC,,4,8,9,5,9,20,2,0.0,,1,2.0,8.0,1.0,3,2,2,1,1,2,2,2,1,1,2,2,2,2,,,,2,,1,4,3,3,200,3600,3,1,2,2,1,2,2,2,2,2,2,2,6,57.3
96,41,576,5,EXTREMADURA,CIRCUITO INTERIOR,,1,45,1,9010,COLINAS DEL SUR,,,2,9016,ESCANDON,,,6,1,8,45,9,19,2,0.0,,2,0.0,,1.0,1,1,8,1,10,1,1,1,2,1,1,1,2,1,2.0,2.0,1.0,2,,1,5,4,3,40,15000,5,2,2,4,1,2,1,2,2,2,2,2,1,825.78
97,40,17,16,AV PATROTISMO,CALLE 23,,1,26,1,9016,,,,2,9016,,,,6,1,8,0,9,30,2,0.0,,2,0.0,,2.0,1,1,1,1,4,2,2,2,2,2,2,2,2,2,,,,2,,2,8,5,5,988888,999999,9,2,2,4,2,2,2,2,2,2,2,2,6,679.23
98,66,833,6,AV RICARDO FLORES MAGON,PINO,TREBOL,1,30,1,9015,ATLAMPA,,,2,9015,SAN COSME,,,2,1,8,0,9,0,2,0.0,,2,0.0,,2.0,3,3,2,4,1,2,1,1,2,1,1,1,1,1,1.0,3.0,2.0,2,,1,7,4,3,50,7000,4,1,2,1,2,2,1,2,2,2,2,1,4,10.74
99,67,855,1,JUVENTINO ROSAS,LAZARO CARDENAS,,1,51,2,9015,SAN SIMON,,,7,9015,CALZADA DE MISTERIOS,,,4,8,7,30,8,30,2,0.0,,2,0.0,,1.0,4,1,4,4,1,1,1,2,2,1,1,1,1,2,,,,1,1.0,1,1,1,0,988888,988888,9,6,2,2,1,2,2,2,2,2,2,2,4,9.78
100,68,922,28,LERDO,MOSQUETA,,1,27,7,9015,GUERRERO,,,2,9015,TABACALERA,,,4,8,17,40,18,10,1,5.0,4.0,1,3.0,8.0,2.0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1.0,3.0,2.0,1,1.0,1,3,1,5,100,999999,9,6,2,2,1,2,2,2,2,2,2,2,3,22.38
101,69,941,13,JOSE SOTERO CASTAÑEDA,CALZADA CHABACANO,,1,18,2,9015,ASTURIAS,JOSE SOTERO,CALZ CHABACANO,1,9014,DEL VALLE,,,5,2,17,0,17,45,2,0.0,,2,0.0,,2.0,4,4,8,1,10,1,1,1,1,1,1,1,1,2,,,,1,1.0,1,4,3,3,300,999999,3,1,2,2,2,2,2,2,2,2,1,2,2,166.36
102,68,900,6,LERDO,MOSQUETA,,1,19,2,9015,GUERRERO,,,5,9015,TABACALERA,,,4,10,10,0,10,20,2,0.0,,2,0.0,,1.0,1,1,1,1,8,1,1,2,2,1,1,2,1,2,,,,1,1.0,1,3,2,6,700,6000,3,1,2,1,2,2,2,2,2,2,2,2,4,22.38
103,70,972,24,MOSQUETA,GUERRERO,,1,25,2,9015,SANTA MARIA LA RIBERA,,,1,9015,MORELOS,,,5,2,15,35,15,55,2,0.0,,2,0.0,,1.0,4,4,4,4,1,1,1,1,1,1,1,1,1,2,,,,2,,2,8,4,1,200,999999,3,1,2,2,2,2,2,1,2,2,2,2,3,65.71
104,191,2683,9,DZITAS,FERROCARRIL DE CUERNAVACA,SISAL,1,55,7,9012,HEROES DE PADIERNA,,,1,9012,HEROES DE PADIERNA,PUEBLA,VERACRUZ,5,6,8,30,13,0,1,9.0,3.0,2,0.0,,2.0,9,1,9,9,1,1,1,2,2,1,2,1,2,2,,,,2,,1,5,4,3,50,20000,6,6,2,3,2,2,2,2,2,2,1,2,1,43.74
105,195,2726,9,TENORIOS,ALGODONALES,,1,29,1,9013,LA CEBADA,PLAN DE AYALA,,2,9012,VILLA COAPA,DON REFUGIO,,4,1,99,99,99,99,1,8.0,4.0,1,8.0,8.0,2.0,2,1,1,1,8,2,1,2,2,1,1,2,1,2,,,,1,1.0,1,3,2,6,500,4000,3,1,2,2,1,2,1,2,2,2,2,2,4,42.1
106,192,2694,2,CORREGIDORA,AV DE LAS TORRES,,1,59,1,9012,HIDALGO 3RA SECCION,,,5,9012,EL CAPULIN,,,5,10,11,40,12,15,2,0.0,,2,0.0,,1.0,3,4,4,4,1,2,1,2,2,1,1,2,2,2,,,,2,,1,4,3,3,100,3000,2,1,2,1,2,1,2,2,2,2,2,2,4,43.66
107,197,2756,1,CAMINO VIEJO A SAN PABLO,CIRCUITO LA COMUNIDAD,EL MARQUES,1,30,2,9012,SAN PEDRO MARTIN,CEDRAL,CIPRES,1,9012,SAN PEDRO MARTIR,RINCON DEL CONDE,,5,1,9,0,9,15,2,0.0,,2,0.0,,1.0,3,3,3,3,2,2,1,2,2,2,2,1,1,2,,,,2,,1,4,3,3,999999,2500,2,6,2,2,1,2,2,2,2,2,2,2,4,166.07
108,202,2774,7,CARRETERA MEX- CUERNAVACA,SIERRA PINOS,,1,18,7,9012,PUEBLA PARRES,,,1,9012,AMPLIACION PARRES,CASETA DEL CHECADOR,,5,2,16,14,16,35,2,0.0,,2,0.0,,1.0,4,1,4,4,2,2,2,2,2,2,2,2,2,1,2.0,9.0,2.0,2,,1,4,3,3,700,800,1,1,2,1,2,2,2,2,2,2,2,1,3,18.71
109,196,2706,10,ARENAL,ARENAL,PASEO DE LAS TORTOLAS,1,27,1,9013,BARRIO XALTONGO,,,2,9012,FUENTES BROTANTES,,,2,1,14,0,14,55,2,0.0,,2,0.0,,2.0,1,4,4,3,10,1,1,2,2,1,1,2,1,1,2.0,7.0,1.0,2,,1,8,4,2,200,999999,9,1,2,4,2,2,2,2,2,2,2,2,4,119.76
110,196,2748,7,ARENAL,ARENAL,PASEO DE LAS TORTOLAS,1,20,1,9013,XICALHUACAN,,,2,9008,HOSPITAL PEMEX,,,2,1,11,30,12,40,1,2.0,4.0,2,0.0,,1.0,4,4,4,4,1,1,1,2,2,1,1,1,2,2,,,,1,1.0,1,7,4,3,50,5200,3,1,2,4,2,2,2,2,2,2,2,2,4,119.76
111,190,2668,1,BOULEVARD PICACHO AJUSCO Y TIZIMIN,BOULEVARD PICACHO AJUSCO,TIZMIN,1,41,1,9012,SAN MIGUEL,,,2,9012,JARDINES DE AJUSCO,,,1,1,9,0,10,0,2,0.0,,2,0.0,,2.0,4,4,4,4,1,2,1,2,2,1,1,1,1,2,,,,1,2.0,2,3,1,3,988888,999999,2,1,2,2,2,2,2,2,2,2,1,2,3,28.07
112,189,52,4,AV. UNION,YAXKUKUL,COTOY,1,59,2,9012,LOMAS DE PADIERNA,OPICHEL,,1,9012,LOMAS DE PADIERNA,,,4,2,13,30,14,26,1,1.0,2.0,2,0.0,,2.0,4,4,4,4,5,2,2,2,2,2,2,2,2,2,,,,1,2.0,1,3,2,6,300,2800,2,1,2,3,2,2,2,2,2,2,2,2,4,21.05083192
113,186,2634,12,JOSE LOPEZ PORTILLO,PEDRO HERNANDEZ SILVA,,1,44,2,9009,TECAXTITLA,,,1,9011,JAIME TORRES,,,5,2,13,58,14,15,2,0.0,,2,0.0,,1.0,2,2,4,2,1,2,2,2,2,2,2,2,2,2,,,,1,1.0,1,4,3,3,50,999999,3,1,2,4,2,2,2,2,2,2,2,2,4,118.92
114,186,2639,17,JOSE LOPEZ PORTILLO,PEDRO HERNANDEZ SILVA,,1,16,1,9007,SAN ANTONIO,,,7,9011,SANTA CECILIA,METRO TLAHUAC,,1,6,16,15,16,50,2,0.0,,1,1.0,7.0,8.0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,,,,1,1.0,1,5,3,1,500,999999,2,1,1,3,2,2,1,2,2,2,2,2,4,118.92
115,185,2611,5,CAMINO REAL,PINOS,CAMINO REAL,1,18,3,9011,DEL MAR,,,1,9011,SAN JUAN IXTAYOPAN,,,5,2,15,40,16,0,1,1.0,2.0,2,0.0,,2.0,1,1,3,8,7,2,2,1,2,1,1,2,2,2,,,,1,1.0,1,5,4,3,200,999999,9,1,2,4,2,2,1,2,2,2,2,2,6,124.68
116,222,3000,8,CECILIO ROBELO,RETNO 3 CECILIO ROBELO,,1,43,2,9999,,,,1,9999,,,,5,2,18,0,19,0,2,0.0,,2,0.0,,2.0,2,3,1,1,8,2,2,2,2,1,2,2,2,2,,,,1,1.0,1,5,4,3,100,999999,9,1,2,4,2,2,2,2,2,2,2,2,6,59.36
117,214,2908,11,ERNESTO P URUCHURTI,FERNANDO ROMAN LUGO,FERNANFO PEREZ ARIAS,1,56,4,9017,ADOLFO LOPEZ MATEOS,EXPLANADA,ESCUELA,1,9017,ARENAL 4A SECCION,CENTRO DE SALUD,CAMELLON DE SAN JUDAS,5,8,11,0,11,50,1,1.0,4.0,2,0.0,,1.0,4,4,4,4,1,1,1,2,2,1,2,2,2,1,2.0,99.0,2.0,1,1.0,1,9,5,4,200,6000,3,1,2,4,2,2,2,2,2,2,2,2,3,44.13
118,215,2926,9,IGNACIO ZARAGOZA,75,73,1,20,4,9017,PUEBLA,GASOLINERA,,1,9017,PUEBLA,FARMACIA,,5,2,16,20,16,32,2,0.0,,2,0.0,,2.0,3,3,2,4,4,2,1,2,2,1,1,1,2,1,3.0,3.0,2.0,1,1.0,1,4,3,3,988888,999999,9,1,2,1,2,2,2,2,2,2,2,1,4,60.07
119,216,2942,15,FRANCISCO MORAZAN,FRANCISCO MORAZAN,35,1,29,2,9015,CENTRO,,,1,9017,IGNACIO ZARAGOZA,,,5,2,16,0,16,45,2,0.0,,2,0.0,,2.0,2,1,2,2,1,1,1,1,1,1,1,2,1,2,,,,1,1.0,1,5,4,3,400,999999,2,1,2,1,2,1,1,1,2,2,2,2,4,53.44
120,183,2593,12,DR. JUAN PALOMO MARTINEZ,20 DE NOVIEMBRE,LOS REYES,1,28,1,9011,TEHUATLA,AZUCENA,EJIDO,3,9011,SELENE,ESTANISLAO,CALLE LAGO,1,3,17,30,17,50,2,0.0,,2,0.0,,1.0,4,4,4,3,9,2,1,2,2,1,1,1,2,2,,,,2,,1,8,4,3,200,4000,3,1,2,4,2,2,1,2,2,2,2,2,4,117.01
121,179,2547,3,MONTES DE LA CORDILLERA,MURALLA RECTA,GOLFO DE LOS RIOS,1,43,1,9011,SAN FRANCISCO TLALTENCO,,,4,9011,SAN FRANCISCO TLALTENCO,,,5,4,11,0,11,35,1,1.0,1.0,2,0.0,,1.0,4,3,2,4,2,1,2,2,2,2,2,2,2,1,1.0,1.0,1.0,2,,1,5,4,3,75,1200,2,1,2,1,2,2,2,2,2,2,2,1,6,25.88
122,184,2599,4,MORENA ACUEDUCTO,MA DOLORES OBREGON,ACUEDUCTO,1,18,4,9013,TULYEHUALCO,,,1,9011,SAN SEBASTIAN,,,5,2,14,0,14,50,1,1.0,2.0,2,0.0,,2.0,1,4,4,4,10,1,1,2,1,1,1,1,1,2,,,,1,1.0,1,4,3,3,30,999999,9,1,2,1,2,2,2,2,2,2,2,2,4,123.86
123,177,2539,2,SAN RAFAEL ATLIXCO,SAN RAFAEL ATIXCO,CAMINO REAL,1,19,1,9011,SELENE,VALLE ALPINO,,2,9011,TLATENCO,,,5,1,11,30,11,49,2,0.0,,1,5.0,8.0,1.0,4,4,4,4,7,2,1,2,2,1,1,2,1,2,,,,1,2.0,1,5,3,2,50,2000,2,1,2,1,1,2,2,2,2,2,2,1,6,218.94
124,181,2566,5,AGRICULTURA,EL PIPILA,AGRICULTURA,1,28,1,9011,SANTA CATARINA,,,3,9011,SANTA CATARINA,,,5,10,11,11,12,0,1,1.0,2.0,2,0.0,,1.0,3,3,8,4,2,2,2,2,2,2,2,2,2,2,,,,2,,2,4,3,3,988888,900,1,1,2,1,2,2,2,2,2,2,2,1,6,46.65
125,184,2597,2,LA MORENA ACUEDUCTO,MARIA DOLORES OBREGON,ACUEDUCTO,1,33,1,9011,GUIANUATLA,ROSA,,4,9011,SAN JUAN,,,4,4,12,15,12,40,2,0.0,,2,0.0,,1.0,4,4,4,4,10,1,1,1,2,1,1,1,1,2,,,,2,,2,4,3,3,150,999999,2,1,2,1,2,2,2,2,2,2,2,2,4,123.86
126,182,2581,7,CUITLAHUAC,CUITLAHUAC,,1,44,2,9011,SANTA CATARINA,PALMAS,,1,15122,ALFREDO DEL MAZO,NORTE 32,,5,2,18,20,18,50,2,0.0,,2,0.0,,2.0,4,4,4,4,1,1,2,2,2,1,1,2,2,2,,,,2,,1,4,3,3,100,999999,3,1,2,1,2,2,2,2,2,2,2,2,5,11.25
127,213,2896,11,TENOCHTITLAN,NEZAHUALPILLI,TENOCHTITLAN,1,33,5,9017,ARENAL 1RA SECCION,,,7,9017,ARENAL 1RA SECCION,,,4,7,17,45,18,50,1,1.0,2.0,2,0.0,,1.0,4,4,4,4,7,2,2,2,2,2,1,2,2,1,1.0,5.0,8.0,2,,1,5,4,3,50,7000,4,1,2,1,2,2,2,2,2,2,2,1,3,19.85
128,210,113,8,AV. DE LAS TORRES,SAN JUAN DE DIOS,,1,38,3,9012,ARBOLEDAS DEL SUR,ESCUELA REAL MADRID,,2,9012,ARBOLEDAS DEL SUR,KINDER,,4,1,10,35,11,20,1,2.0,4.0,1,2.0,8.0,1.0,9,9,9,1,7,1,2,2,2,1,2,2,2,2,,,,1,9.0,1,4,3,3,150,2000,2,1,2,1,1,2,2,2,2,2,2,2,4,11.95479344
129,213,2889,4,TENOCHTITLAN,NEZAHUALPILLI,TENOCHTITLAN,1,45,4,9017,ARENAL 1RA SECCION,,,1,9017,ARENAL 1RA SECCION,,,5,2,10,30,12,20,2,0.0,,2,0.0,,1.0,9,9,9,9,7,2,1,2,2,2,2,2,2,2,,,,2,,1,7,4,3,100,2500,2,2,1,2,1,2,2,2,2,2,2,2,3,35.12
130,219,2970,5,AV TAHEL,NTC 190,,1,26,2,9017,PENSADOR MEXICANO,,,1,9017,MOCTEZUMA,,,5,2,18,30,19,30,2,0.0,,1,7.0,6.0,2.0,3,2,4,4,3,1,1,2,2,1,2,2,1,1,1.0,3.0,2.0,2,,1,5,4,3,80,999999,3,1,2,1,1,2,1,2,2,2,2,1,5,119.58
131,217,2959,15,GALINDO VILLA IZTACCIHUATL,GALINDO VILLA,IGNACIO ZARAGOZA,1,24,1,9017,,,,7,9017,,,,4,6,16,34,16,50,1,2.0,2.0,2,0.0,,1.0,1,1,1,1,8,2,1,2,2,1,1,1,1,1,1.0,1.0,2.0,2,,1,8,4,2,988888,999999,4,1,2,4,2,2,2,2,2,2,2,2,4,29.34
132,226,206,34,ANILLO PERIFERICO,ANILLO PERIFERICO,,1,52,2,9003,SANTA URSULA,,,1,9007,MIRASOLES,,,4,2,19,0,19,50,2,0.0,,2,0.0,,1.0,4,4,4,3,10,2,1,2,2,1,1,2,2,2,,,,2,,1,4,3,3,50,999999,3,1,2,4,2,2,1,2,2,2,2,1,6,57.67881618
133,208,2814,1,JARDIN XITLE,CAMINO A XITLE,JARDIN XITLE,1,35,1,9012,MARIA ESTHER,,,4,9012,SAN ANDRES,,,1,4,9,10,9,25,2,0.0,,2,0.0,,2.0,1,1,1,4,1,1,1,1,1,1,1,1,1,2,,,,2,,2,4,3,3,988888,999999,3,1,2,4,2,2,2,2,1,2,2,2,6,9.36
134,209,2815,1,AV. MEXICO AJUSCO,AV. ARENAL,,1,36,1,9012,MAGDALENA PETLACALCO,,,2,9012,SAN MIGUEL AJUSCO,,,5,1,11,0,11,20,2,0.0,,2,0.0,,1.0,4,4,4,4,10,1,1,2,2,1,1,1,1,2,,,,2,,1,5,4,3,40,2500,2,1,2,4,2,2,2,2,2,2,2,2,4,18.71
135,206,2794,4,AJUSCO PICACHO,PABLO GALEANA,,1,42,1,9012,SAN MIGUEL,,,2,9012,SAN MIGUEL,,,5,1,11,0,12,0,2,0.0,,2,0.0,,1.0,3,2,4,4,1,2,2,2,2,2,2,2,2,2,,,,2,,2,4,3,3,120,3000,2,1,2,1,1,2,2,2,2,2,2,1,6,20.51
