short_name,origin,destination,global_events,lat,lon,capacity
537,4998.0,5731,10729.0,19.457543649054422,-99.15946327155325,23
442,5232.0,5334,10566.0,19.359863,-99.165065,23
444,5228.0,5235,10463.0,19.359475,-99.159437,19
589,5278.0,5122,10400.0,19.39859,-99.137732,23
602,5267.0,4979,10246.0,19.392523,-99.146194,35
562,4876.0,5221,10097.0,19.42037,-99.146818,23
482,4634.0,5232,9866.0,19.444826,-99.178393,23
571,5209.0,4481,9690.0,19.416221,-99.134909,35
658,4844.0,4614,9458.0,19.355339,-99.165613,19
630,4733.0,4597,9330.0,19.375677,-99.152953,31
506,4813.0,4486,9299.0,19.459553,-99.185111,27
536,4367.0,4888,9255.0,19.458881,-99.159215,23
696,4943.0,4236,9179.0,19.351576,-99.164567,39
473,4246.0,4898,9144.0,19.438143,-99.17519,35
575,4773.0,4356,9129.0,19.413235,-99.143476,31
617,4669.0,4445,9114.0,19.384589,-99.150517,31
503,4280.0,4769,9049.0,19.455571630398424,-99.17513005440924,19
700,4760.0,4248,9008.0,19.350062,-99.160024,35
458,3542.0,5234,8776.0,19.428679,-99.206605,19
709,4866.0,3741,8607.0,19.344236764049867,-99.15006525817262,23
568,4206.0,4303,8509.0,19.418013,-99.144598,23
612,4399.0,4084,8483.0,19.388148,-99.148446,31
679,4267.0,4123,8390.0,19.354886,-99.184642,31
559,4286.0,4089,8375.0,19.420029,-99.140999,27
604,4284.0,3890,8174.0,19.390945,-99.142972,31
611,4121.0,3950,8071.0,19.387506,-99.146338,23
624,4094.0,3961,8055.0,19.377516,-99.148116,35
590,4161.0,3692,7853.0,19.399172,-99.140625,31
556,4510.0,3338,7848.0,19.423056,-99.134941,33
567,3944.0,3877,7821.0,19.417133,-99.145649,23
578,3959.0,3744,7703.0,19.408649,-99.151126,27
704,4095.0,3451,7546.0,19.344976,-99.157824,23
633,3705.0,3645,7350.0,19.372175,-99.146356,27
579,3781.0,3451,7232.0,19.410884,-99.144975,27
652,3841.0,3292,7133.0,19.354876,-99.153611,23
577,3540.0,3329,6869.0,19.411609,-99.15314,31
580,3407.0,3425,6832.0,19.409817,-99.141643,19
603,3678.0,3016,6694.0,19.394422,-99.143291,27
643,3285.0,3271,6556.0,19.362323,-99.148805,39
634,3356.0,3077,6433.0,19.370133,-99.145866,27
573,3269.0,2890,6159.0,19.412853,-99.138723,27
702,3181.0,2849,6030.0,19.347246,-99.15857,31
623,3089.0,2908,5997.0,19.375518,-99.144118,35
639,3075.0,2779,5854.0,19.364528,-99.146988,23
620,2967.0,2847,5814.0,19.381804,-99.142997,23
703,2914.0,2786,5700.0,19.350776,-99.155379,23
609,3165.0,2516,5681.0,19.384623,-99.139817,31
708,3159.0,2461,5620.0,19.346419552561255,-99.14566911759721,27
422,2329.0,3234,5563.0,19.368403,-99.177472,19
637,2789.0,2738,5527.0,19.36576,-99.144413,23
649,2666.0,2755,5421.0,19.35072,-99.146786,23
548,2580.0,2824,5404.0,19.447028903088047,-99.15431119504319,39
569,2675.0,2691,5366.0,19.415713,-99.141227,19
689,2564.0,2642,5206.0,19.351426,-99.175455,23
594,2584.0,2588,5172.0,19.402277,-99.153294,31
692,2632.0,2293,4925.0,19.349149,-99.169646,19
651,2283.0,2604,4887.0,19.351578,-99.150941,31
501,2389.0,2414,4803.0,19.454257,-99.172593,27
645,2309.0,2397,4706.0,19.358634,-99.152732,27
619,2286.0,2307,4593.0,19.381277,-99.145804,23
697,2518.0,2040,4558.0,19.349277,-99.164921,35
629,2231.0,2290,4521.0,19.376367,-99.155872,19
691,2245.0,2180,4425.0,19.347283,-99.170834,23
678,2126.0,2176,4302.0,19.3588634,-99.1829297,27
701,1978.0,1883,3861.0,19.352052,-99.157981,23
663,1795.0,2031,3826.0,19.3548028,-99.1754194,23
613,1770.0,1816,3586.0,19.390019,-99.15111,31
650,1921.0,1557,3478.0,19.355809,-99.149393,27
706,1807.0,1625,3432.0,19.347503,-99.15244,23
684,1603.0,1568,3171.0,19.351594,-99.184772,31
694,1531.0,1423,2954.0,19.353243,-99.163753,23
635,1298.0,1283,2581.0,19.370586,-99.142294,39
514,1523.0,1044,2567.0,19.470485,-99.188509,31
661,1182.0,1295,2477.0,19.35675,-99.171769,27
539,1177.0,1260,2437.0,19.4551042,-99.1576905,23
686,1061.0,1228,2289.0,19.352203,-99.178393,27
631,1093.0,1105,2198.0,19.372907,-99.149207,27
557,1117.0,964,2081.0,19.41981,-99.135941,27
628,1014.0,1061,2075.0,19.378281,-99.15841,23
685,988.0,1012,2000.0,19.347698842866482,-99.18690070520825,27
621,971.0,1003,1974.0,19.379458,-99.140943,26
596,965.0,991,1956.0,19.395205,-99.155049,27
608,1010.0,941,1951.0,19.3884304,-99.1397718,51
525,922.0,946,1868.0,19.468293,-99.16557,11
595,923.0,926,1849.0,19.396983,-99.155114,27
518,929.0,853,1782.0,19.468315,-99.177386,27
527,917.0,841,1758.0,19.464826,-99.163177,23
666,839.0,897,1736.0,19.3614885,-99.1774325,23
521,914.0,795,1709.0,19.466423,-99.173061,27
519,785.0,690,1475.0,19.464891,-99.177242,19
517,707.0,714,1421.0,19.465377,-99.179197,11
542,657.0,758,1415.0,19.451838,-99.154584,23
598,690.0,648,1338.0,19.3931,-99.152012,31
664,525.0,755,1280.0,19.355544,-99.178992,23
106,645.0,632,1277.0,19.42649,-99.133537,23
510,643.0,622,1265.0,19.462152,-99.178291,23
599,626.0,607,1233.0,19.398143,-99.148333,27
561,619.0,612,1231.0,19.423673,-99.147957,27
585,611.0,569,1180.0,19.405358,-99.14316,15
512,502.0,492,994.0,19.465636,-99.186342,11
642,510.0,478,988.0,19.364001,-99.150422,23
655,496.0,488,984.0,19.357086311891955,-99.16019652040175,19
493,433.0,525,958.0,19.445916,-99.170401,19
610,483.0,463,946.0,19.387174,-99.143708,31
622,456.0,413,869.0,19.378362,-99.144007,27
671,384.0,445,829.0,19.364577,-99.186288,36
583,406.0,397,803.0,19.408087,-99.137763,35
516,438.0,355,793.0,19.46669,-99.180302,19
531,371.0,394,765.0,19.460356,-99.174283,35
591,363.0,364,727.0,19.402088,-99.142976,27
662,323.0,391,714.0,19.362041,-99.175158,23
544,318.0,373,691.0,19.449773,-99.163136,23
644,325.0,327,652.0,19.361371,-99.150619,19
484,265.0,320,585.0,19.44046,-99.174564,15
695,269.0,277,546.0,19.352143,-99.162096,23
636,284.0,261,545.0,19.367131,-99.142838,23
593,237.0,263,500.0,19.401018,-99.147952,31
699,265.0,212,477.0,19.346895,-99.163868,23
698,232.0,241,473.0,19.344873,-99.16357,15
607,219.0,229,448.0,19.39091,-99.138953,11
500,216.0,230,446.0,19.456546,-99.169344,23
601,227.0,218,445.0,19.395812,-99.145347,31
687,201.0,236,437.0,19.349307,-99.179074,27
640,214.0,197,411.0,19.367465,-99.148786,23
538,174.0,197,371.0,19.453663,-99.163756,7
572,175.0,187,362.0,19.414595,-99.135886,11
665,144.0,216,360.0,19.3589028,-99.1779972,23
490,127.0,183,310.0,19.448935,-99.179295,7
570,89.0,109,198.0,19.417595,-99.140972,27
654,112.0,82,194.0,19.355942,-99.157461,23
487,69.0,109,178.0,19.439741,-99.168901,7
648,84.0,80,164.0,19.354411,-99.147795,11
605,68.0,65,133.0,19.395084,-99.139519,27
674,40.0,81,121.0,19.361846,-99.186814,27
693,66.0,46,112.0,19.352531,-99.164913,31
653,54.0,55,109.0,19.356689,-99.153269,23
600,46.0,52,98.0,19.392463,-99.150544,31
638,47.0,40,87.0,19.361743,-99.143867,19
705,45.0,38,83.0,19.344107,-99.155933,27
505,36.0,42,78.0,19.455319,-99.181368,11
707,46.0,31,77.0,19.348076,-99.14906,27
627,33.0,33,66.0,19.382606,-99.156592,31
690,26.0,24,50.0,19.345966,-99.172975,23
641,20.0,21,41.0,19.368156,-99.151883,23
646,20.0,17,37.0,19.360545,-99.147501,27
647,0.0,1,1.0,19.359256,-99.144433,23
