short_name,origin,destination,global_events,lat,lon,capacity
437,5461,5894,11355,19.364916,-99.175985,19
416,4405,6550,10955,19.371279,-99.177623,27
415,5684,5090,10774,19.37099,-99.176135,27
330,3735,6999,10734,19.389358,-99.182606,19
466,4993,5508,10501,19.44269,-99.19083,27
300,5067,5418,10485,19.393228574754442,-99.16839435702059,23
296,5372,4984,10356,19.394283,-99.158756,23
444,5107,5183,10290,19.359475,-99.159437,19
442,5999,4239,10238,19.359863,-99.165065,23
362,4403,5801,10204,19.382123281154726,-99.18109126394484,19
423,4531,5664,10195,19.367816,-99.175269,23
353,4522,5578,10100,19.3823345657493,-99.17888358246273,23
327,4854,5227,10081,19.38885,-99.17772,23
459,5101,4961,10062,19.429323620268587,-99.2071587592636,31
409,5973,4067,10040,19.3650233,-99.1554899,23
443,5588,4359,9947,19.359583,-99.162085,31
401,4919,4595,9514,19.372101,-99.161501,31
417,3767,5655,9422,19.373198,-99.184274,27
360,4838,4571,9409,19.379435,-99.162794,23
428,4760,4532,9292,19.363404,-99.160395,27
343,4053,5041,9094,19.384086716282237,-99.16083633910603,15
424,4661,4334,8995,19.367103332434564,-99.17058136315518,11
407,4315,4542,8857,19.36726591257277,-99.15865559132271,19
100,4601,4223,8824,19.428485,-99.1338,23
453,3492,5321,8813,19.424842,-99.203739,31
378,4251,4527,8778,19.375865,-99.168219,31
339,3501,5247,8748,19.386212,-99.160583,23
464,4116,4588,8704,19.442421,-99.199838,19
438,3735,4966,8701,19.36473,-99.174447,23
367,3477,4736,8213,19.379593,-99.181351,19
456,2909,4873,7782,19.427517,-99.208412,27
472,3569,4158,7727,19.437667,-99.17711,23
454,3543,3943,7486,19.425905,-99.204236,15
434,3143,3507,6650,19.363698614576656,-99.17118497195588,27
467,2985,3587,6572,19.440399,-99.186784,27
422,2442,4065,6507,19.368403,-99.177472,19
429,2469,2731,5200,19.363060918104924,-99.15833439679318,19
479,2593,2436,5029,19.444433,-99.179664,25
445,2310,2369,4679,19.35857050753971,-99.15610156956063,59
441,1951,2517,4468,19.361213660076572,-99.16772089901315,31
457,1648,2377,4025,19.42703,-99.212845,17
469,1489,2294,3783,19.434183,-99.173089,27
